0x13a,"['.\\GitHubScraping\\0x13a\\bitcoin-trading-dca\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\iotaledger\\iota.lib.go\\all_contributors\\contributors_page_1.json']" 
dabaopku,"['.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\sjmackenzie\\i0coin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_5.json']"
flower1024,"['.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_5.json']"
gjs278,"['.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\sjmackenzie\\i0coin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_5.json']"
kwaaak,"['.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_5.json']"
ojab,"['.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\sjmackenzie\\i0coin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_5.json']"
ovdeathiam,"['.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_5.json']"
cfromknecht,"['.\\GitHubScraping\\cfromknecht\\OZcoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\lightningnetwork\\lightning-onion\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\lightningnetwork\\lightning-rfc\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\lightningnetwork\\lnd\\all_contributors\\contributors_page_1.json']"
project-loki,['.\\GitHubScraping\\cfromknecht\\OZcoin\\all_contributors\\contributors_page_1.json']
Jinglan,['.\\GitHubScraping\\cfromknecht\\OZcoin\\all_contributors\\contributors_page_1.json']
chappjc,"['.\\GitHubScraping\\chappjc\\dcrspy\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\dcrdata\\dcrdata\\all_contributors\\contributors_page_1.json']"
g0blinResearch,['.\\GitHubScraping\\chappjc\\dcrspy\\all_contributors\\contributors_page_1.json']
fluffypony,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
moneromooo-monero,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\masari-project\\masari\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
tewinget,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
warptangent,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
mbg033,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
hyc,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
radfish,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
mikezackles,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
Jaqueeee,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
NanoAkron,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
NoodleDoodleNoodleDoodleNoodleDoodleNoo,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\Roominations\\paysay\\all_contributors\\contributors_page_1.json']"
mathstuf,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
oranjuice,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
anonimal,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
kenshi84,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
tnga,['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json']
luigi1111,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
vtnerd,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
IPGlider,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
rfree2monero,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
iamsmooth,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
ranok,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
Neozaru,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
codehalo,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
jakoblind,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
vickio,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
Gingeropolous,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
oyvkva,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
dave-andersen,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\dave-andersen\\cudapts\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
Jebes,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
hkopp,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
MoroccanMalinois,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
vdo,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
nvmd,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_5.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_4.json']"
iDunk5400,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
paybee,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
romelo,['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json']
moneroexamples,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
xnbya,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
cmars,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
fhirschmann,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
guzzijones,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
jwinterm,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
me0wmix,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
AwfulCrawler,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
PsychicCat,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
danrmiller,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
ddyzhang,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
Jojatekok,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
rostislav,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
TedTheFicus,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
amjuarez,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\Roominations\\paysay\\all_contributors\\contributors_page_1.json']"
binaryFate,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json']"
lethos3,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_2.json']"
osensei,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_2.json']"
stoffu,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
taushet,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
tobiasw2,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_2.json']"
zveda,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_2.json']"
AdriaanJoubert,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_2.json']"
ProkhorZ,"['.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\monero-project\\monero-gui\\all_contributors\\contributors_page_1.json']"
